Time,DiffConfirmedCount,DateType,InTime,OutTime,origin,destination,Trip
2020-03-06 20,153.0,1.0,,,,,
2020-03-06 21,153.0,1.0,,,,,
2020-03-06 22,153.0,1.0,,,,,
2020-03-06 23,153.0,1.0,,,,,
2020-03-07 06,81.0,2.0,,,,,
2020-03-07 07,81.0,2.0,,,,,
2020-03-07 08,81.0,2.0,,,,,
2020-03-07 09,81.0,2.0,,,,,
2020-03-07 10,81.0,2.0,,,,,
2020-03-07 11,81.0,2.0,,,,,
2020-03-07 12,81.0,2.0,,,,,
2020-03-07 13,81.0,2.0,,,,,
2020-03-07 14,81.0,2.0,,,,,
2020-03-07 15,81.0,2.0,,,,,
2020-03-07 16,81.0,2.0,,,,,
2020-03-07 17,81.0,2.0,,,,,
2020-03-07 18,81.0,2.0,,,,,
2020-03-07 19,81.0,2.0,,,,,
2020-03-07 20,81.0,2.0,,,,,
2020-03-07 21,81.0,2.0,,,,,
2020-03-07 22,81.0,2.0,,,,,
2020-03-07 23,81.0,2.0,,,,,
2020-03-08 06,53.0,2.0,,,,,
2020-03-08 07,53.0,2.0,,,,,
2020-03-08 08,53.0,2.0,,,,,
2020-03-08 09,53.0,2.0,,,,,
2020-03-08 10,53.0,2.0,,,,,
2020-03-08 11,53.0,2.0,,,,,
2020-03-08 12,53.0,2.0,,,,,
2020-03-08 13,53.0,2.0,,,,,
2020-03-08 14,53.0,2.0,,,,,
2020-03-08 15,53.0,2.0,,,,,
2020-03-08 16,53.0,2.0,,,,,
2020-03-08 17,53.0,2.0,,,,,
2020-03-08 18,53.0,2.0,,,,,
2020-03-08 19,53.0,2.0,,,,,
2020-03-08 20,53.0,2.0,,,,,
2020-03-08 21,53.0,2.0,,,,,
2020-03-08 22,53.0,2.0,,,,,
2020-03-08 23,53.0,2.0,,,,,
2020-03-09 06,37.0,1.0,,,,,
2020-03-09 07,37.0,1.0,,,,,
2020-03-09 08,37.0,1.0,2020-03-09 08,2020-03-09 08,0.0,1.0,1.0
2020-03-09 09,37.0,1.0,,,,,
2020-03-09 10,37.0,1.0,,,,,
2020-03-09 11,37.0,1.0,,,,,
2020-03-09 12,37.0,1.0,,,,,
2020-03-09 13,37.0,1.0,,,,,
2020-03-09 14,37.0,1.0,,,,,
2020-03-09 15,37.0,1.0,,,,,
2020-03-09 16,37.0,1.0,,,,,
2020-03-09 17,37.0,1.0,2020-03-09 17,2020-03-09 18,1.0,0.0,1.0
2020-03-09 18,37.0,1.0,,,,,
2020-03-09 19,37.0,1.0,,,,,
2020-03-09 20,37.0,1.0,,,,,
2020-03-09 21,37.0,1.0,,,,,
2020-03-09 22,37.0,1.0,,,,,
2020-03-09 23,37.0,1.0,,,,,
2020-03-10 06,27.0,1.0,,,,,
2020-03-10 07,27.0,1.0,,,,,
2020-03-10 08,27.0,1.0,2020-03-10 08,2020-03-10 08,0.0,1.0,1.0
2020-03-10 09,27.0,1.0,,,,,
2020-03-10 10,27.0,1.0,,,,,
2020-03-10 11,27.0,1.0,,,,,
2020-03-10 12,27.0,1.0,,,,,
2020-03-10 13,27.0,1.0,,,,,
2020-03-10 14,27.0,1.0,,,,,
2020-03-10 15,27.0,1.0,,,,,
2020-03-10 16,27.0,1.0,,,,,
2020-03-10 17,27.0,1.0,2020-03-10 17,2020-03-10 17,1.0,0.0,1.0
2020-03-10 18,27.0,1.0,,,,,
2020-03-10 19,27.0,1.0,,,,,
2020-03-10 20,27.0,1.0,,,,,
2020-03-10 21,27.0,1.0,,,,,
2020-03-10 22,27.0,1.0,,,,,
2020-03-10 23,27.0,1.0,,,,,
2020-03-11 06,37.0,1.0,,,,,
2020-03-11 07,37.0,1.0,,,,,
2020-03-11 08,37.0,1.0,2020-03-11 08,2020-03-11 08,0.0,1.0,1.0
2020-03-11 09,37.0,1.0,,,,,
2020-03-11 10,37.0,1.0,,,,,
2020-03-11 11,37.0,1.0,,,,,
2020-03-11 12,37.0,1.0,,,,,
2020-03-11 13,37.0,1.0,,,,,
2020-03-11 14,37.0,1.0,,,,,
2020-03-11 15,37.0,1.0,,,,,
2020-03-11 16,37.0,1.0,,,,,
2020-03-11 17,37.0,1.0,2020-03-11 17,2020-03-11 18,1.0,0.0,1.0
2020-03-11 18,37.0,1.0,,,,,
2020-03-11 19,37.0,1.0,,,,,
2020-03-11 20,37.0,1.0,,,,,
2020-03-11 21,37.0,1.0,,,,,
2020-03-11 22,37.0,1.0,,,,,
2020-03-11 23,37.0,1.0,,,,,
2020-03-12 06,12.0,1.0,,,,,
2020-03-12 07,12.0,1.0,,,,,
2020-03-12 08,12.0,1.0,2020-03-12 08,2020-03-12 08,0.0,1.0,1.0
2020-03-12 09,12.0,1.0,,,,,
2020-03-12 10,12.0,1.0,,,,,
2020-03-12 11,12.0,1.0,,,,,
2020-03-12 12,12.0,1.0,,,,,
2020-03-12 13,12.0,1.0,,,,,
2020-03-12 14,12.0,1.0,,,,,
2020-03-12 15,12.0,1.0,,,,,
2020-03-12 16,12.0,1.0,,,,,
2020-03-12 17,12.0,1.0,2020-03-12 17,2020-03-12 18,1.0,0.0,1.0
2020-03-12 18,12.0,1.0,,,,,
2020-03-12 19,12.0,1.0,,,,,
2020-03-12 20,12.0,1.0,,,,,
2020-03-12 21,12.0,1.0,,,,,
2020-03-12 22,12.0,1.0,,,,,
2020-03-12 23,12.0,1.0,,,,,
2020-03-13 06,14.0,1.0,,,,,
2020-03-13 07,14.0,1.0,,,,,
2020-03-13 08,14.0,1.0,2020-03-13 08,2020-03-13 08,0.0,1.0,1.0
2020-03-13 09,14.0,1.0,,,,,
2020-03-13 10,14.0,1.0,,,,,
2020-03-13 11,14.0,1.0,,,,,
2020-03-13 12,14.0,1.0,,,,,
2020-03-13 13,14.0,1.0,,,,,
2020-03-13 14,14.0,1.0,,,,,
2020-03-13 15,14.0,1.0,,,,,
2020-03-13 16,14.0,1.0,,,,,
2020-03-13 17,14.0,1.0,,,,,
2020-03-13 18,14.0,1.0,2020-03-13 18,2020-03-13 19,1.0,0.0,1.0
2020-03-13 19,14.0,1.0,,,,,
2020-03-13 20,14.0,1.0,,,,,
2020-03-13 21,14.0,1.0,,,,,
2020-03-13 22,14.0,1.0,,,,,
2020-03-13 23,14.0,1.0,,,,,
2020-03-14 06,34.0,2.0,,,,,
2020-03-14 07,34.0,2.0,,,,,
2020-03-14 08,34.0,2.0,,,,,
2020-03-14 09,34.0,2.0,,,,,
2020-03-14 10,34.0,2.0,,,,,
2020-03-14 11,34.0,2.0,,,,,
2020-03-14 12,34.0,2.0,,,,,
2020-03-14 13,34.0,2.0,,,,,
2020-03-14 14,34.0,2.0,,,,,
2020-03-14 15,34.0,2.0,,,,,
2020-03-14 16,34.0,2.0,,,,,
2020-03-14 17,34.0,2.0,,,,,
2020-03-14 18,34.0,2.0,,,,,
2020-03-14 19,34.0,2.0,,,,,
2020-03-14 20,34.0,2.0,,,,,
2020-03-14 21,34.0,2.0,,,,,
2020-03-14 22,34.0,2.0,,,,,
2020-03-14 23,34.0,2.0,,,,,
2020-03-15 06,33.0,2.0,,,,,
2020-03-15 07,33.0,2.0,,,,,
2020-03-15 08,33.0,2.0,,,,,
2020-03-15 09,33.0,2.0,,,,,
2020-03-15 10,33.0,2.0,,,,,
2020-03-15 11,33.0,2.0,,,,,
2020-03-15 12,33.0,2.0,,,,,
2020-03-15 13,33.0,2.0,,,,,
2020-03-15 14,33.0,2.0,,,,,
2020-03-15 15,33.0,2.0,,,,,
2020-03-15 16,33.0,2.0,,,,,
2020-03-15 17,33.0,2.0,,,,,
2020-03-15 18,33.0,2.0,,,,,
2020-03-15 19,33.0,2.0,,,,,
2020-03-15 20,33.0,2.0,,,,,
2020-03-15 21,33.0,2.0,,,,,
2020-03-15 22,33.0,2.0,,,,,
2020-03-15 23,33.0,2.0,,,,,
2020-03-16 06,37.0,1.0,,,,,
2020-03-16 07,37.0,1.0,,,,,
2020-03-16 08,37.0,1.0,2020-03-16 08,2020-03-16 08,0.0,1.0,1.0
2020-03-16 09,37.0,1.0,,,,,
2020-03-16 10,37.0,1.0,,,,,
2020-03-16 11,37.0,1.0,,,,,
2020-03-16 12,37.0,1.0,,,,,
2020-03-16 13,37.0,1.0,,,,,
2020-03-16 14,37.0,1.0,,,,,
2020-03-16 15,37.0,1.0,,,,,
2020-03-16 16,37.0,1.0,,,,,
2020-03-16 17,37.0,1.0,2020-03-16 17,2020-03-16 18,1.0,0.0,1.0
2020-03-16 18,37.0,1.0,,,,,
2020-03-16 19,37.0,1.0,,,,,
2020-03-16 20,37.0,1.0,,,,,
2020-03-16 21,37.0,1.0,,,,,
2020-03-16 22,37.0,1.0,,,,,
2020-03-16 23,37.0,1.0,,,,,
2020-03-17 06,36.0,1.0,,,,,
2020-03-17 07,36.0,1.0,,,,,
2020-03-17 08,36.0,1.0,2020-03-17 08,2020-03-17 08,0.0,1.0,1.0
2020-03-17 09,36.0,1.0,,,,,
2020-03-17 10,36.0,1.0,,,,,
2020-03-17 11,36.0,1.0,,,,,
2020-03-17 12,36.0,1.0,,,,,
2020-03-17 13,36.0,1.0,,,,,
2020-03-17 14,36.0,1.0,,,,,
2020-03-17 15,36.0,1.0,,,,,
2020-03-17 16,36.0,1.0,,,,,
2020-03-17 17,36.0,1.0,2020-03-17 17,2020-03-17 18,1.0,0.0,1.0
2020-03-17 18,36.0,1.0,,,,,
2020-03-17 19,36.0,1.0,,,,,
2020-03-17 20,36.0,1.0,,,,,
2020-03-17 21,36.0,1.0,,,,,
2020-03-17 22,36.0,1.0,,,,,
2020-03-17 23,36.0,1.0,,,,,
2020-03-18 06,67.0,1.0,,,,,
2020-03-18 07,67.0,1.0,,,,,
2020-03-18 08,67.0,1.0,2020-03-18 08,2020-03-18 08,0.0,1.0,1.0
2020-03-18 09,67.0,1.0,,,,,
2020-03-18 10,67.0,1.0,,,,,
2020-03-18 11,67.0,1.0,,,,,
2020-03-18 12,67.0,1.0,,,,,
2020-03-18 13,67.0,1.0,,,,,
2020-03-18 14,67.0,1.0,,,,,
2020-03-18 15,67.0,1.0,,,,,
2020-03-18 16,67.0,1.0,,,,,
2020-03-18 17,67.0,1.0,2020-03-18 17,2020-03-18 18,1.0,0.0,1.0
2020-03-18 18,67.0,1.0,,,,,
2020-03-18 19,67.0,1.0,,,,,
2020-03-18 20,67.0,1.0,,,,,
2020-03-18 21,67.0,1.0,,,,,
2020-03-18 22,67.0,1.0,,,,,
2020-03-18 23,67.0,1.0,,,,,
2020-03-19 06,61.0,1.0,,,,,
2020-03-19 07,61.0,1.0,,,,,
2020-03-19 08,61.0,1.0,2020-03-19 08,2020-03-19 08,0.0,1.0,1.0
2020-03-19 09,61.0,1.0,,,,,
2020-03-19 10,61.0,1.0,,,,,
2020-03-19 11,61.0,1.0,,,,,
2020-03-19 12,61.0,1.0,,,,,
2020-03-19 13,61.0,1.0,,,,,
2020-03-19 14,61.0,1.0,,,,,
2020-03-19 15,61.0,1.0,,,,,
2020-03-19 16,61.0,1.0,,,,,
2020-03-19 17,61.0,1.0,2020-03-19 17,2020-03-19 18,1.0,0.0,1.0
2020-03-19 18,61.0,1.0,,,,,
2020-03-19 19,61.0,1.0,,,,,
2020-03-19 20,61.0,1.0,,,,,
2020-03-19 21,61.0,1.0,,,,,
2020-03-19 22,61.0,1.0,,,,,
2020-03-19 23,61.0,1.0,,,,,
2020-03-20 06,122.0,1.0,,,,,
2020-03-20 07,122.0,1.0,,,,,
2020-03-20 08,122.0,1.0,2020-03-20 08,2020-03-20 08,0.0,1.0,1.0
2020-03-20 09,122.0,1.0,,,,,
2020-03-20 10,122.0,1.0,,,,,
2020-03-20 11,122.0,1.0,,,,,
2020-03-20 12,122.0,1.0,,,,,
2020-03-20 13,122.0,1.0,,,,,
2020-03-20 14,122.0,1.0,,,,,
2020-03-20 15,122.0,1.0,,,,,
2020-03-20 16,122.0,1.0,,,,,
2020-03-20 17,122.0,1.0,2020-03-20 17,2020-03-20 17,1.0,0.0,1.0
2020-03-20 18,122.0,1.0,,,,,
2020-03-20 19,122.0,1.0,,,,,
2020-03-20 20,122.0,1.0,,,,,
2020-03-20 21,122.0,1.0,,,,,
2020-03-20 22,122.0,1.0,,,,,
2020-03-20 23,122.0,1.0,,,,,
2020-03-21 06,72.0,2.0,,,,,
2020-03-21 07,72.0,2.0,,,,,
2020-03-21 08,72.0,2.0,,,,,
2020-03-21 09,72.0,2.0,,,,,
2020-03-21 10,72.0,2.0,,,,,
2020-03-21 11,72.0,2.0,,,,,
2020-03-21 12,72.0,2.0,,,,,
2020-03-21 13,72.0,2.0,2020-03-21 13,2020-03-21 13,0.0,2.0,1.0
2020-03-21 14,72.0,2.0,,,,,
2020-03-21 15,72.0,2.0,2020-03-21 15,2020-03-21 15,2.0,0.0,1.0
2020-03-21 16,72.0,2.0,,,,,
2020-03-21 17,72.0,2.0,,,,,
2020-03-21 18,72.0,2.0,,,,,
2020-03-21 19,72.0,2.0,,,,,
2020-03-21 20,72.0,2.0,,,,,
2020-03-21 21,72.0,2.0,,,,,
2020-03-21 22,72.0,2.0,,,,,
2020-03-21 23,72.0,2.0,,,,,
2020-03-22 06,109.0,2.0,,,,,
2020-03-22 07,109.0,2.0,,,,,
2020-03-22 08,109.0,2.0,,,,,
2020-03-22 09,109.0,2.0,,,,,
2020-03-22 10,109.0,2.0,,,,,
2020-03-22 11,109.0,2.0,,,,,
2020-03-22 12,109.0,2.0,,,,,
2020-03-22 13,109.0,2.0,,,,,
2020-03-22 14,109.0,2.0,,,,,
2020-03-22 15,109.0,2.0,,,,,
2020-03-22 16,109.0,2.0,,,,,
2020-03-22 17,109.0,2.0,,,,,
2020-03-22 18,109.0,2.0,,,,,
2020-03-22 19,109.0,2.0,,,,,
2020-03-22 20,109.0,2.0,,,,,
2020-03-22 21,109.0,2.0,,,,,
2020-03-22 22,109.0,2.0,,,,,
2020-03-22 23,109.0,2.0,,,,,
2020-03-23 06,125.0,1.0,,,,,
2020-03-23 07,125.0,1.0,,,,,
2020-03-23 08,125.0,1.0,2020-03-23 08,2020-03-23 08,0.0,1.0,1.0
2020-03-23 09,125.0,1.0,,,,,
2020-03-23 10,125.0,1.0,,,,,
2020-03-23 11,125.0,1.0,,,,,
2020-03-23 12,125.0,1.0,,,,,
2020-03-23 13,125.0,1.0,,,,,
2020-03-23 14,125.0,1.0,,,,,
2020-03-23 15,125.0,1.0,,,,,
2020-03-23 16,125.0,1.0,,,,,
2020-03-23 17,125.0,1.0,2020-03-23 17,2020-03-23 18,1.0,0.0,1.0
2020-03-23 18,125.0,1.0,,,,,
2020-03-23 19,125.0,1.0,,,,,
2020-03-23 20,125.0,1.0,,,,,
2020-03-23 21,125.0,1.0,,,,,
2020-03-23 22,125.0,1.0,,,,,
2020-03-23 23,125.0,1.0,,,,,
2020-03-24 06,115.0,1.0,,,,,
2020-03-24 07,115.0,1.0,,,,,
2020-03-24 08,115.0,1.0,2020-03-24 08,2020-03-24 08,0.0,1.0,1.0
2020-03-24 09,115.0,1.0,,,,,
2020-03-24 10,115.0,1.0,,,,,
2020-03-24 11,115.0,1.0,,,,,
2020-03-24 12,115.0,1.0,,,,,
2020-03-24 13,115.0,1.0,,,,,
2020-03-24 14,115.0,1.0,,,,,
2020-03-24 15,115.0,1.0,,,,,
2020-03-24 16,115.0,1.0,,,,,
2020-03-24 17,115.0,1.0,2020-03-24 17,2020-03-24 18,1.0,0.0,1.0
2020-03-24 18,115.0,1.0,,,,,
2020-03-24 19,115.0,1.0,,,,,
2020-03-24 20,115.0,1.0,,,,,
2020-03-24 21,115.0,1.0,,,,,
2020-03-24 22,115.0,1.0,,,,,
2020-03-24 23,115.0,1.0,,,,,
2020-03-25 06,90.0,1.0,,,,,
2020-03-25 07,90.0,1.0,,,,,
2020-03-25 08,90.0,1.0,2020-03-25 08,2020-03-25 08,0.0,1.0,1.0
2020-03-25 09,90.0,1.0,,,,,
2020-03-25 10,90.0,1.0,,,,,
2020-03-25 11,90.0,1.0,,,,,
2020-03-25 12,90.0,1.0,,,,,
2020-03-25 13,90.0,1.0,,,,,
2020-03-25 14,90.0,1.0,,,,,
2020-03-25 15,90.0,1.0,,,,,
2020-03-25 16,90.0,1.0,,,,,
2020-03-25 17,90.0,1.0,2020-03-25 17,2020-03-25 18,1.0,0.0,1.0
2020-03-25 18,90.0,1.0,,,,,
2020-03-25 19,90.0,1.0,,,,,
2020-03-25 20,90.0,1.0,,,,,
2020-03-25 21,90.0,1.0,,,,,
2020-03-25 22,90.0,1.0,,,,,
2020-03-25 23,90.0,1.0,,,,,
2020-03-26 06,138.0,1.0,,,,,
2020-03-26 07,138.0,1.0,,,,,
2020-03-26 08,138.0,1.0,2020-03-26 08,2020-03-26 08,0.0,1.0,1.0
2020-03-26 09,138.0,1.0,,,,,
2020-03-26 10,138.0,1.0,,,,,
2020-03-26 11,138.0,1.0,,,,,
2020-03-26 12,138.0,1.0,,,,,
2020-03-26 13,138.0,1.0,,,,,
2020-03-26 14,138.0,1.0,,,,,
2020-03-26 15,138.0,1.0,,,,,
2020-03-26 16,138.0,1.0,,,,,
2020-03-26 17,138.0,1.0,2020-03-26 17,2020-03-26 18,1.0,0.0,1.0
2020-03-26 18,138.0,1.0,,,,,
2020-03-26 19,138.0,1.0,,,,,
2020-03-26 20,138.0,1.0,,,,,
2020-03-26 21,138.0,1.0,,,,,
2020-03-26 22,138.0,1.0,,,,,
2020-03-26 23,138.0,1.0,,,,,
2020-03-27 06,130.0,1.0,,,,,
2020-03-27 07,130.0,1.0,,,,,
2020-03-27 08,130.0,1.0,2020-03-27 08,2020-03-27 08,0.0,1.0,1.0
2020-03-27 09,130.0,1.0,,,,,
2020-03-27 10,130.0,1.0,,,,,
2020-03-27 11,130.0,1.0,,,,,
2020-03-27 12,130.0,1.0,,,,,
2020-03-27 13,130.0,1.0,,,,,
2020-03-27 14,130.0,1.0,,,,,
2020-03-27 15,130.0,1.0,,,,,
2020-03-27 16,130.0,1.0,2020-03-27 16,2020-03-27 17,1.0,0.0,1.0
2020-03-27 17,130.0,1.0,,,,,
2020-03-27 18,130.0,1.0,,,,,
2020-03-27 19,130.0,1.0,,,,,
2020-03-27 20,130.0,1.0,,,,,
2020-03-27 21,130.0,1.0,,,,,
2020-03-27 22,130.0,1.0,,,,,
2020-03-27 23,130.0,1.0,,,,,
2020-03-28 06,118.0,2.0,,,,,
2020-03-28 07,118.0,2.0,,,,,
2020-03-28 08,118.0,2.0,,,,,
2020-03-28 09,118.0,2.0,,,,,
2020-03-28 10,118.0,2.0,,,,,
2020-03-28 11,118.0,2.0,,,,,
2020-03-28 12,118.0,2.0,,,,,
2020-03-28 13,118.0,2.0,,,,,
2020-03-28 14,118.0,2.0,,,,,
2020-03-28 15,118.0,2.0,,,,,
2020-03-28 16,118.0,2.0,,,,,
2020-03-28 17,118.0,2.0,,,,,
2020-03-28 18,118.0,2.0,,,,,
2020-03-28 19,118.0,2.0,2020-03-28 19,2020-03-28 19,2.0,0.0,1.0
2020-03-28 20,118.0,2.0,,,,,
2020-03-28 21,118.0,2.0,,,,,
2020-03-28 22,118.0,2.0,,,,,
2020-03-28 23,118.0,2.0,,,,,
2020-03-29 06,139.0,2.0,,,,,
2020-03-29 07,139.0,2.0,,,,,
2020-03-29 08,139.0,2.0,,,,,
2020-03-29 09,139.0,2.0,,,,,
2020-03-29 10,139.0,2.0,,,,,
2020-03-29 11,139.0,2.0,,,,,
2020-03-29 12,139.0,2.0,,,,,
2020-03-29 13,139.0,2.0,,,,,
2020-03-29 14,139.0,2.0,,,,,
2020-03-29 15,139.0,2.0,2020-03-29 15,2020-03-29 15,0.0,2.0,1.0
2020-03-29 16,139.0,2.0,,,,,
2020-03-29 17,139.0,2.0,,,,,
2020-03-29 18,139.0,2.0,,,,,
2020-03-29 19,139.0,2.0,,,,,
2020-03-29 20,139.0,2.0,2020-03-29 20,2020-03-29 20,2.0,0.0,1.0
2020-03-29 21,139.0,2.0,,,,,
2020-03-29 22,139.0,2.0,,,,,
2020-03-29 23,139.0,2.0,,,,,
2020-03-30 06,84.0,1.0,,,,,
2020-03-30 07,84.0,1.0,,,,,
2020-03-30 08,84.0,1.0,2020-03-30 08,2020-03-30 08,0.0,1.0,1.0
2020-03-30 09,84.0,1.0,,,,,
2020-03-30 10,84.0,1.0,,,,,
2020-03-30 11,84.0,1.0,,,,,
2020-03-30 12,84.0,1.0,,,,,
2020-03-30 13,84.0,1.0,,,,,
2020-03-30 14,84.0,1.0,,,,,
2020-03-30 15,84.0,1.0,,,,,
2020-03-30 16,84.0,1.0,,,,,
2020-03-30 17,84.0,1.0,2020-03-30 17,2020-03-30 18,1.0,0.0,1.0
2020-03-30 18,84.0,1.0,,,,,
2020-03-30 19,84.0,1.0,,,,,
2020-03-30 20,84.0,1.0,,,,,
2020-03-30 21,84.0,1.0,,,,,
2020-03-30 22,84.0,1.0,,,,,
2020-03-30 23,84.0,1.0,,,,,
2020-03-31 06,96.0,1.0,,,,,
2020-03-31 07,96.0,1.0,,,,,
2020-03-31 08,96.0,1.0,2020-03-31 08,2020-03-31 08,0.0,1.0,1.0
2020-03-31 09,96.0,1.0,,,,,
2020-03-31 10,96.0,1.0,,,,,
2020-03-31 11,96.0,1.0,,,,,
2020-03-31 12,96.0,1.0,,,,,
2020-03-31 13,96.0,1.0,,,,,
2020-03-31 14,96.0,1.0,,,,,
2020-03-31 15,96.0,1.0,,,,,
2020-03-31 16,96.0,1.0,,,,,
2020-03-31 17,96.0,1.0,2020-03-31 17,2020-03-31 17,1.0,0.0,1.0
2020-03-31 18,96.0,1.0,,,,,
2020-03-31 19,96.0,1.0,,,,,
2020-03-31 20,96.0,1.0,,,,,
2020-03-31 21,96.0,1.0,,,,,
2020-03-31 22,96.0,1.0,,,,,
2020-03-31 23,96.0,1.0,,,,,
2020-04-01 06,90.0,1.0,,,,,
2020-04-01 07,90.0,1.0,,,,,
2020-04-01 08,90.0,1.0,2020-04-01 08,2020-04-01 08,0.0,1.0,1.0
2020-04-01 09,90.0,1.0,,,,,
2020-04-01 10,90.0,1.0,,,,,
2020-04-01 11,90.0,1.0,,,,,
2020-04-01 12,90.0,1.0,,,,,
2020-04-01 13,90.0,1.0,,,,,
2020-04-01 14,90.0,1.0,,,,,
2020-04-01 15,90.0,1.0,,,,,
2020-04-01 16,90.0,1.0,,,,,
2020-04-01 17,90.0,1.0,2020-04-01 17,2020-04-01 17,1.0,0.0,1.0
2020-04-01 18,90.0,1.0,,,,,
2020-04-01 19,90.0,1.0,,,,,
2020-04-01 20,90.0,1.0,,,,,
2020-04-01 21,90.0,1.0,,,,,
2020-04-01 22,90.0,1.0,,,,,
2020-04-01 23,90.0,1.0,,,,,
2020-04-02 06,81.0,1.0,,,,,
2020-04-02 07,81.0,1.0,,,,,
2020-04-02 08,81.0,1.0,2020-04-02 08,2020-04-02 08,0.0,1.0,1.0
2020-04-02 09,81.0,1.0,,,,,
2020-04-02 10,81.0,1.0,,,,,
2020-04-02 11,81.0,1.0,,,,,
2020-04-02 12,81.0,1.0,,,,,
2020-04-02 13,81.0,1.0,,,,,
2020-04-02 14,81.0,1.0,,,,,
2020-04-02 15,81.0,1.0,,,,,
2020-04-02 16,81.0,1.0,,,,,
2020-04-02 17,81.0,1.0,2020-04-02 17,2020-04-02 17,1.0,2.0,1.0
2020-04-02 18,81.0,1.0,,,,,
2020-04-02 19,81.0,1.0,,,,,
2020-04-02 20,81.0,1.0,,,,,
2020-04-02 21,81.0,1.0,,,,,
2020-04-02 22,81.0,1.0,,,,,
2020-04-02 23,81.0,1.0,,,,,
2020-04-03 06,85.0,1.0,,,,,
2020-04-03 07,85.0,1.0,,,,,
2020-04-03 08,85.0,1.0,2020-04-03 08,2020-04-03 08,0.0,1.0,1.0
2020-04-03 09,85.0,1.0,,,,,
2020-04-03 10,85.0,1.0,,,,,
2020-04-03 11,85.0,1.0,,,,,
2020-04-03 12,85.0,1.0,,,,,
2020-04-03 13,85.0,1.0,,,,,
2020-04-03 14,85.0,1.0,,,,,
2020-04-03 15,85.0,1.0,,,,,
2020-04-03 16,85.0,1.0,2020-04-03 16,2020-04-03 17,1.0,0.0,1.0
2020-04-03 17,85.0,1.0,,,,,
2020-04-03 18,85.0,1.0,,,,,
2020-04-03 19,85.0,1.0,,,,,
2020-04-03 20,85.0,1.0,,,,,
2020-04-03 21,85.0,1.0,,,,,
2020-04-03 22,85.0,1.0,,,,,
2020-04-03 23,85.0,1.0,,,,,
2020-04-04 06,42.0,3.0,,,,,
2020-04-04 07,42.0,3.0,,,,,
2020-04-04 08,42.0,3.0,,,,,
2020-04-04 09,42.0,3.0,,,,,
2020-04-04 10,42.0,3.0,,,,,
2020-04-04 11,42.0,3.0,,,,,
2020-04-04 12,42.0,3.0,,,,,
2020-04-04 13,42.0,3.0,,,,,
2020-04-04 14,42.0,3.0,,,,,
2020-04-04 15,42.0,3.0,,,,,
2020-04-04 16,42.0,3.0,,,,,
2020-04-04 17,42.0,3.0,,,,,
2020-04-04 18,42.0,3.0,,,,,
2020-04-04 19,42.0,3.0,,,,,
2020-04-04 20,42.0,3.0,,,,,
2020-04-04 21,42.0,3.0,,,,,
2020-04-04 22,42.0,3.0,,,,,
2020-04-04 23,42.0,3.0,,,,,
2020-04-05 06,67.0,3.0,,,,,
2020-04-05 07,67.0,3.0,,,,,
2020-04-05 08,67.0,3.0,,,,,
2020-04-05 09,67.0,3.0,,,,,
2020-04-05 10,67.0,3.0,,,,,
2020-04-05 11,67.0,3.0,,,,,
2020-04-05 12,67.0,3.0,,,,,
2020-04-05 13,67.0,3.0,,,,,
2020-04-05 14,67.0,3.0,,,,,
2020-04-05 15,67.0,3.0,,,,,
2020-04-05 16,67.0,3.0,,,,,
2020-04-05 17,67.0,3.0,,,,,
2020-04-05 18,67.0,3.0,,,,,
2020-04-05 19,67.0,3.0,,,,,
2020-04-05 20,67.0,3.0,,,,,
2020-04-05 21,67.0,3.0,,,,,
2020-04-05 22,67.0,3.0,,,,,
2020-04-05 23,67.0,3.0,,,,,
2020-04-06 06,73.0,3.0,,,,,
2020-04-06 07,73.0,3.0,,,,,
2020-04-06 08,73.0,3.0,,,,,
2020-04-06 09,73.0,3.0,,,,,
2020-04-06 10,73.0,3.0,,,,,
2020-04-06 11,73.0,3.0,,,,,
2020-04-06 12,73.0,3.0,,,,,
2020-04-06 13,73.0,3.0,,,,,
2020-04-06 14,73.0,3.0,,,,,
2020-04-06 15,73.0,3.0,,,,,
2020-04-06 16,73.0,3.0,,,,,
2020-04-06 17,73.0,3.0,,,,,
2020-04-06 18,73.0,3.0,,,,,
2020-04-06 19,73.0,3.0,,,,,
2020-04-06 20,73.0,3.0,,,,,
2020-04-06 21,73.0,3.0,,,,,
2020-04-06 22,73.0,3.0,,,,,
2020-04-06 23,73.0,3.0,,,,,
2020-04-07 06,56.0,1.0,,,,,
2020-04-07 07,56.0,1.0,,,,,
2020-04-07 08,56.0,1.0,2020-04-07 08,2020-04-07 08,0.0,1.0,1.0
2020-04-07 09,56.0,1.0,,,,,
2020-04-07 10,56.0,1.0,,,,,
2020-04-07 11,56.0,1.0,,,,,
2020-04-07 12,56.0,1.0,,,,,
2020-04-07 13,56.0,1.0,,,,,
2020-04-07 14,56.0,1.0,,,,,
2020-04-07 15,56.0,1.0,,,,,
2020-04-07 16,56.0,1.0,,,,,
2020-04-07 17,56.0,1.0,2020-04-07 17,2020-04-07 18,1.0,0.0,1.0
2020-04-07 18,56.0,1.0,,,,,
2020-04-07 19,56.0,1.0,,,,,
2020-04-07 20,56.0,1.0,,,,,
2020-04-07 21,56.0,1.0,,,,,
2020-04-07 22,56.0,1.0,,,,,
2020-04-07 23,56.0,1.0,,,,,
2020-04-08 06,94.0,1.0,,,,,
